Emotion,Sentence
Disgust,আওয়ামী লীগ রাজনৈতিক পোর খাওয়া অনেক অভিজ্ঞ দল তাদের সঙ্গে গনবিচ্ছিন্ন বিএনপি কিছুতেই পেরে উঠবেনা।
Angry,এই ধরনের অভিযোগগুলোর বিরুদ্ধে ব্যবস্থা নিয়ে সেই কেন্দ্রগুলো বাতিল করা জরুরী।
Surprise,ইলেকশন ওয়ার্কিং গ্রুপটা কি?
Surprise,আওয়ামিলীগের কোন সংগঠন কি ?
Angry,পৌরভোটে ব্যাপক অনিয়ম কারচুপি হয়েছে।
Angry,তারপরও চলছে ইসির গুণগান।
Angry,পৌর সভা নির্বাচনে কারচুপি হয়েছে তো কী হয়েছে? কেমন শান্তিপুর্ণ ভোট হল! এমন ভোট কেউ দেখেছে জনমে?
Happy,শান্তিপূর্ণ নির্বাচনে (?!) সফল ।
Disgust,"'১৪ দলের শরিকেরা হতাশ: ১৪ দলের শরিকদের মধ্যে বাংলাদেশের ওয়ার্কার্স পার্টি, জাতীয় সমাজতান্ত্রিক দলসহ কয়েকটি দল নির্বাচনে অংশ নিলেও একটিতেও জয় পায়নি।'---তাদের নেতারা আবার দেশের দুজন গুরুত্বপূর্ণ মন্ত্রী ।"
Happy,বাংলাদেশ সব কিছুতে এগিয়ে যাচ্ছে প্রবৃদ্ধি হচ্ছে ভোটের ক্ষেত্রে হলে সমস্যা কি? যেভাবেই হোক প্রবৃদ্ধি হলেই হলো।
Disgust,আর কত নীচে নামবে... ?? ছি: !!
Happy,"ভাল নির্বাচনে 100 % ভোটারদের উপস্থিতি থাকলে আরও ভাল লাগত, ৪ হাজার ভোট কেন্দ্রের মধ্যে কমপক্ষে একটি কেন্দ্রেও সব ভোটার উপস্থিত হলে রেকর্ড হত ভোটার সচেতনতার। যাক কয়েকটি কেন্দ্রে ৮০ % উপস্থিতি তাও ভাল.।"
Angry,"গণতন্ত্রে ``যাকে যা দেওয়া হবে, তা আনন্দের সঙ্গে গ্রহণ করতে হবে।` এ মতবাদ চলে না"
Angry,"মেডাম আপনাদের অতীত কর্মের নলেজ যতটুকু স্বপ্ন ও দেখবেন ততটুকুই, তাই দেখতে থাকেন স্বপ্ন দেখতে বাধা নেই, ঘুম থেকে উঠে দেখবেন দেশ আপনাদের পিছনে ফেলে অনেক দূর এগিয়ে গেছে!"
Angry,"খালেদা জিয়া সরকারের যেসব দোষ ধরছেন, মানুষ জানে তা সত্য, কিন্তু তিনি ক্ষমতায় যেতে পারলে আ. লীগের চেয়ে ভালভাবে কিভাবে দেশ চালাতে পারবেন তার কোন রুপরেখা তো জনগনকে দেখাতে পারছেন না ?? আপনার কি আসলেই তেমন যোগ্যতা আছে ?? পারলে দেশের জন্য কি ভাল কাজ করবেন তার উদাহরন দেন।"
